Node_ID,Trust_Direct,Trust_Indirect,Trust_Overall,Attack_Type,Malicious_Prob,Trans_Rate,PDR (%),Delay (ms),Energy (mJ),Path_Selected,Packet_Loss (%),Anomaly_Score,Label
N124,0.514,0.686,0.6,Normal,0.761,64,92.67,25.22,3.943,P7->P11->P28,18.26,0.428,0
N92,0.583,0.823,0.703,Selective Forwarding,0.679,11,72.1,36.52,1.575,P4->P19->P26,3.0,0.558,1
N106,0.791,0.762,0.776,Normal,0.103,29,86.23,6.98,1.608,P9->P15->P27,24.71,0.879,0
N40,0.633,0.29,0.462,Normal,0.374,68,90.67,47.19,2.497,P10->P15->P29,2.69,0.262,0
N190,0.383,0.719,0.551,Normal,0.912,37,86.77,15.71,0.615,P2->P12->P25,10.33,0.278,0
N51,0.533,0.772,0.653,Data Tampering,0.416,42,64.1,30.02,3.088,P4->P14->P26,13.41,0.918,0
N105,0.793,0.526,0.66,Data Tampering,0.447,45,85.87,20.11,2.427,P9->P16->P24,44.98,0.503,0
N2,0.441,0.984,0.712,Normal,0.263,24,63.02,35.35,0.766,P10->P17->P27,10.1,0.857,0
N75,0.279,0.208,0.244,Normal,0.664,84,65.19,16.13,0.889,P4->P15->P21,25.51,0.832,0
N152,0.34,0.872,0.606,Normal,0.339,15,71.15,29.22,4.731,P5->P14->P26,51.4,0.348,0
N95,0.467,0.824,0.646,Normal,0.686,66,77.81,44.09,4.552,P3->P20->P25,7.45,0.699,0
N82,0.428,0.298,0.363,Normal,0.253,41,95.4,24.5,2.831,P9->P12->P25,33.22,0.516,0
N127,0.452,0.93,0.691,Normal,0.586,85,92.25,30.71,3.745,P3->P12->P21,59.98,0.558,0
N62,0.928,0.841,0.885,Sybil Attack,0.227,29,97.41,35.1,3.421,P3->P16->P25,34.96,0.215,0
N159,0.458,0.766,0.612,Normal,0.04,94,83.78,27.24,3.127,P6->P11->P25,58.65,0.695,0
N100,0.818,0.837,0.827,Normal,0.115,13,60.87,21.51,1.002,P8->P19->P24,34.07,0.579,0
N150,0.229,0.94,0.584,Normal,0.726,44,53.11,31.51,0.531,P9->P11->P23,0.93,0.595,0
N65,0.894,0.939,0.916,Normal,0.261,78,79.27,48.92,1.076,P7->P15->P22,45.57,0.199,0
N126,0.774,0.377,0.576,Data Tampering,0.189,10,93.65,44.92,1.735,P10->P16->P25,54.74,0.897,0
N154,0.552,0.431,0.492,Packet Drop,0.871,87,60.81,6.75,2.712,P6->P16->P23,3.17,0.314,1
N3,0.349,0.69,0.52,Normal,0.979,78,93.42,29.72,3.692,P10->P12->P26,29.48,0.577,0
N101,0.383,0.889,0.636,Normal,0.17,17,59.49,36.53,2.71,P8->P12->P26,37.05,0.475,0
N167,0.491,0.415,0.453,Normal,0.243,24,92.71,44.06,3.599,P10->P14->P24,32.71,0.721,0
N168,0.856,0.729,0.792,Normal,0.173,42,51.04,22.52,3.78,P6->P19->P26,29.94,0.668,0
N121,0.504,0.576,0.54,Normal,0.224,36,99.97,31.22,4.178,P7->P17->P23,5.96,0.76,0
N10,0.903,0.559,0.731,Normal,0.802,21,81.76,14.11,1.833,P6->P18->P21,41.02,0.169,0
N50,0.58,0.631,0.605,Normal,0.567,47,54.76,38.32,2.662,P7->P15->P30,56.66,0.479,0
N147,0.374,0.433,0.403,Normal,0.999,89,57.97,23.08,4.151,P4->P16->P21,10.66,0.403,0
N92,0.806,0.828,0.817,Normal,0.868,64,79.67,36.74,3.609,P8->P13->P24,14.37,0.81,0
N10,0.407,0.412,0.41,Normal,0.731,38,71.7,8.29,2.602,P6->P15->P28,12.69,0.775,0
N79,0.95,0.854,0.902,Data Tampering,0.605,82,69.9,9.09,4.954,P4->P20->P24,56.18,0.817,1
N54,0.618,0.944,0.781,Normal,0.353,33,56.0,8.57,0.903,P1->P17->P23,45.02,0.802,0
N199,0.754,0.219,0.486,Sybil Attack,0.848,50,76.3,29.91,4.207,P5->P14->P30,54.63,0.802,1
N10,0.705,0.729,0.717,Normal,0.276,41,86.61,42.02,3.46,P8->P17->P28,2.43,0.23,0
N38,0.486,0.31,0.398,Normal,0.887,53,69.69,47.73,1.758,P3->P13->P28,33.36,0.61,0
N154,0.306,0.34,0.323,Packet Drop,0.074,99,84.55,21.93,2.941,P8->P15->P28,57.63,0.652,0
N117,0.818,0.432,0.625,Normal,0.349,79,59.29,29.78,1.529,P3->P18->P22,17.02,0.714,0
N49,0.314,0.769,0.542,Normal,0.709,85,98.67,35.08,4.65,P10->P16->P25,43.9,0.05,0
N160,0.922,0.686,0.804,Sybil Attack,0.185,83,93.16,25.85,3.821,P2->P11->P21,55.93,0.328,0
N183,0.487,0.403,0.445,Normal,0.527,99,87.78,24.73,3.234,P7->P11->P28,57.24,0.52,0
N87,0.809,0.635,0.722,Normal,0.51,46,93.0,30.08,3.053,P3->P19->P21,52.88,0.616,0
N85,0.316,0.824,0.57,Normal,0.088,48,86.93,7.26,1.511,P3->P13->P26,47.15,0.512,0
N12,0.292,0.365,0.328,Normal,0.156,23,77.8,35.48,3.717,P2->P13->P25,51.24,0.384,0
N186,0.454,0.654,0.554,Normal,0.081,50,63.59,41.05,3.678,P5->P19->P25,36.01,0.678,0
N66,0.895,0.904,0.9,Normal,0.858,36,63.6,14.29,2.439,P4->P12->P27,44.33,0.669,0
N123,0.935,0.427,0.681,Normal,0.76,39,83.72,12.83,4.126,P9->P17->P21,35.8,0.175,0
N73,0.9,0.897,0.899,Normal,0.761,24,83.92,36.89,4.879,P7->P11->P29,17.21,0.885,0
N54,0.711,0.621,0.666,Normal,0.589,92,53.8,43.38,1.982,P5->P13->P23,2.71,0.805,0
N34,0.517,0.602,0.56,Sybil Attack,0.93,29,83.22,38.15,1.759,P5->P18->P30,55.61,0.957,1
N181,0.722,0.772,0.747,Normal,0.515,86,87.53,47.7,4.318,P9->P20->P26,0.54,0.073,0
N135,0.651,0.433,0.542,Packet Drop,0.251,13,61.0,49.86,2.893,P4->P12->P29,17.44,0.363,0
N43,0.598,0.205,0.401,Normal,0.517,95,82.69,31.36,4.682,P2->P15->P28,46.56,0.789,0
N61,0.435,0.237,0.336,Normal,0.698,92,78.69,49.66,1.272,P10->P19->P23,47.95,0.834,0
N197,0.342,0.684,0.513,Packet Drop,0.803,21,71.36,15.53,0.559,P3->P13->P25,29.95,0.668,1
N86,0.27,0.914,0.592,Normal,0.468,67,76.79,42.23,4.544,P6->P18->P26,32.33,0.541,0
N139,0.519,0.41,0.464,Normal,0.858,94,96.04,17.87,1.457,P1->P13->P25,44.47,0.353,0
N9,0.53,0.52,0.525,Normal,0.105,30,88.02,34.45,1.493,P10->P13->P23,8.31,0.012,0
N71,0.437,0.822,0.63,Normal,0.33,35,67.02,14.51,4.391,P8->P18->P26,28.96,0.517,0
N184,0.247,0.712,0.48,Data Tampering,0.935,64,97.06,36.95,2.11,P10->P13->P25,13.65,0.473,1
N113,0.557,0.321,0.439,Normal,0.438,93,78.12,14.95,3.1,P9->P16->P28,34.88,0.429,0
N134,0.626,0.386,0.506,Normal,0.627,12,69.56,8.33,1.342,P8->P11->P29,44.36,0.583,0
N115,0.65,0.263,0.456,Sybil Attack,0.683,30,55.74,20.81,4.067,P9->P13->P23,25.61,0.24,1
N170,0.503,0.933,0.718,Normal,0.641,25,92.51,44.06,4.123,P1->P11->P27,55.68,0.34,0
N14,0.837,0.848,0.842,Normal,0.692,39,57.08,38.27,1.409,P2->P12->P30,11.8,0.983,0
N77,0.646,0.743,0.694,Normal,0.72,32,65.08,24.32,2.274,P1->P20->P24,24.26,0.442,0
N51,0.536,0.952,0.744,Normal,0.819,99,83.21,17.97,4.789,P4->P14->P24,43.46,0.652,0
N137,0.681,0.804,0.742,Normal,0.724,81,94.05,40.02,0.645,P1->P14->P24,44.07,0.28,0
N90,0.476,0.537,0.506,Normal,0.848,48,85.23,41.55,2.19,P4->P16->P25,28.21,0.979,0
N199,0.613,0.57,0.591,Normal,0.665,12,53.14,20.39,1.989,P5->P11->P28,10.92,0.157,0
N74,0.413,0.774,0.594,Normal,0.968,23,67.75,16.91,4.872,P3->P16->P24,10.97,0.915,0
N64,0.739,0.466,0.602,Normal,0.197,51,84.48,21.5,0.906,P4->P19->P25,10.32,0.143,0
N143,0.323,0.826,0.574,Normal,0.144,52,69.39,46.64,3.802,P6->P11->P26,1.32,0.511,0
N19,0.857,0.969,0.913,Normal,0.223,28,55.0,34.55,4.132,P4->P18->P23,37.13,0.628,0
N97,0.823,0.399,0.611,Normal,0.923,16,89.48,42.59,2.13,P5->P16->P30,7.08,0.812,0
N136,0.741,0.944,0.842,Normal,0.385,40,66.88,35.0,0.865,P5->P16->P26,7.71,0.71,0
N106,0.734,0.872,0.803,Normal,0.693,58,87.06,26.76,2.007,P10->P13->P28,42.04,0.439,0
N120,0.979,0.788,0.884,Normal,0.588,23,73.87,9.81,1.964,P5->P18->P22,7.85,0.554,0
N15,0.94,0.829,0.884,Normal,0.39,11,90.94,19.92,3.732,P7->P18->P21,38.38,0.773,0
N38,0.348,0.749,0.548,Normal,0.93,52,59.06,16.01,4.96,P3->P11->P22,4.4,0.341,0
N84,0.824,0.501,0.662,Normal,0.678,51,97.38,42.67,3.572,P1->P11->P21,58.86,0.911,0
N71,0.299,0.321,0.31,Sybil Attack,0.087,30,84.53,39.87,3.498,P9->P18->P22,4.88,0.778,0
N4,0.393,0.22,0.306,Normal,0.64,21,58.29,6.89,1.628,P1->P13->P25,36.67,0.935,0
N72,0.761,0.34,0.55,Normal,0.871,39,95.91,21.68,1.649,P4->P17->P23,41.83,0.545,0
N7,0.911,0.382,0.647,Normal,0.316,47,77.24,31.95,3.48,P10->P18->P23,10.78,0.333,0
N132,0.751,0.894,0.822,Normal,0.768,28,82.27,15.4,4.991,P6->P12->P24,58.17,0.756,0
N76,0.748,0.564,0.656,Normal,0.921,21,53.26,6.15,0.986,P4->P18->P21,30.05,0.142,0
N93,0.983,0.207,0.595,Normal,0.881,79,73.53,21.33,4.739,P2->P12->P30,26.39,0.014,0
N104,0.514,0.37,0.442,Normal,0.593,12,57.3,23.94,2.851,P10->P13->P23,34.94,0.764,0
N13,0.461,0.887,0.674,Data Tampering,0.695,87,91.61,37.34,3.075,P4->P14->P21,24.52,0.091,1
N73,0.447,0.998,0.722,Selective Forwarding,0.433,92,93.66,29.28,3.574,P2->P12->P28,33.3,0.986,0
N111,0.639,0.454,0.546,Normal,0.932,23,99.52,40.44,0.94,P2->P13->P25,24.96,0.115,0
N108,0.25,0.619,0.434,Normal,0.179,94,78.48,5.21,1.905,P3->P20->P21,24.45,0.701,0
N70,0.522,0.239,0.38,Normal,0.674,40,77.87,8.64,1.891,P8->P20->P21,39.87,0.172,0
N83,0.486,0.954,0.72,Normal,0.647,28,84.07,6.41,1.175,P4->P16->P27,1.67,0.414,0
N71,0.574,0.999,0.786,Sybil Attack,0.694,80,64.19,25.5,3.686,P4->P12->P27,16.29,0.651,1
N114,0.382,0.581,0.482,Packet Drop,0.157,64,68.48,18.57,0.628,P2->P15->P25,57.39,0.277,0
N121,0.862,0.688,0.775,Selective Forwarding,0.261,37,83.03,5.47,4.583,P6->P19->P25,32.95,0.099,0
N174,0.647,0.774,0.71,Normal,0.781,38,64.12,11.9,4.232,P6->P20->P29,12.6,0.412,0
N190,0.479,0.788,0.634,Data Tampering,0.874,63,97.38,27.24,4.25,P4->P18->P21,19.85,0.823,1
N66,0.543,0.971,0.757,Packet Drop,0.758,79,90.09,33.7,2.135,P5->P19->P30,25.26,0.857,1
N51,0.848,0.89,0.869,Normal,0.996,94,61.6,20.68,3.401,P10->P20->P24,27.27,0.814,0
N100,0.864,0.325,0.594,Sybil Attack,0.205,87,98.93,17.44,3.44,P7->P13->P22,1.14,0.705,0
N124,0.382,0.608,0.495,Sybil Attack,0.514,76,95.79,7.61,1.492,P7->P13->P24,42.16,0.417,1
N174,0.865,0.978,0.922,Selective Forwarding,0.904,26,87.95,48.28,3.06,P3->P17->P23,57.64,0.785,1
N182,0.335,0.833,0.584,Data Tampering,0.128,93,87.81,49.9,4.367,P5->P16->P29,13.15,0.349,0
N158,0.49,0.97,0.73,Normal,0.175,84,92.74,16.79,0.72,P6->P20->P27,20.66,0.565,0
N31,0.618,0.981,0.8,Normal,0.817,16,59.56,8.41,2.576,P6->P12->P25,58.7,0.307,0
N90,0.647,0.264,0.456,Packet Drop,0.398,31,83.36,13.86,3.847,P9->P11->P30,23.53,0.403,0
N24,0.326,0.548,0.437,Packet Drop,0.245,29,98.34,18.61,1.788,P7->P18->P26,52.71,0.934,0
N51,0.837,0.713,0.775,Normal,0.631,72,96.87,8.9,0.862,P3->P12->P25,54.13,0.13,0
N94,0.323,0.562,0.442,Normal,0.018,33,65.34,22.84,2.869,P9->P15->P28,0.17,0.656,0
N31,0.819,0.524,0.672,Data Tampering,0.057,26,90.45,37.85,2.019,P6->P18->P28,42.92,0.768,0
N153,0.356,0.709,0.532,Normal,0.23,95,76.8,41.85,2.484,P3->P18->P23,24.96,0.701,0
N78,0.636,0.434,0.535,Normal,0.142,70,85.82,41.66,2.874,P5->P11->P28,47.62,0.515,0
N160,0.885,0.257,0.571,Packet Drop,0.996,89,86.08,45.91,1.488,P2->P12->P21,8.9,0.834,1
N14,0.816,0.729,0.772,Normal,0.748,65,57.02,8.39,1.817,P10->P15->P23,15.05,0.507,0
N189,0.957,0.736,0.846,Normal,0.148,85,78.76,46.42,0.968,P1->P20->P24,40.39,0.297,0
N58,0.94,0.783,0.861,Normal,0.431,24,94.5,31.58,2.139,P6->P16->P25,48.52,0.718,0
N161,0.404,0.752,0.578,Normal,0.13,70,78.57,10.95,3.75,P2->P14->P26,12.61,0.261,0
N93,0.332,0.335,0.334,Data Tampering,0.91,56,99.57,35.81,1.063,P5->P13->P21,22.28,0.04,1
N167,0.525,0.714,0.619,Normal,0.839,80,52.22,21.14,3.245,P9->P16->P29,40.47,0.726,0
N99,0.202,0.419,0.31,Normal,0.839,89,69.54,16.49,3.187,P1->P11->P22,52.88,0.653,0
N7,0.867,0.39,0.629,Normal,0.049,54,98.84,44.4,1.417,P3->P15->P26,13.53,0.901,0
N46,0.636,0.88,0.758,Normal,0.455,12,84.97,30.01,3.456,P9->P11->P27,21.66,0.918,0
N72,0.271,0.56,0.416,Packet Drop,0.48,29,60.33,24.49,2.043,P4->P11->P24,24.13,0.878,0
N80,0.842,0.305,0.574,Normal,0.799,32,90.9,33.51,4.099,P5->P12->P26,10.94,0.628,0
N16,0.544,0.945,0.744,Normal,0.341,13,91.18,33.02,3.622,P3->P20->P25,59.0,0.495,0
N73,0.791,0.787,0.789,Normal,0.433,46,79.33,22.32,2.332,P7->P13->P25,12.94,0.188,0
N65,0.409,0.436,0.422,Packet Drop,0.388,79,64.78,32.66,3.608,P5->P11->P29,21.97,0.319,0
N125,0.638,0.647,0.643,Normal,0.537,47,91.77,46.89,2.142,P5->P20->P30,26.19,0.532,0
N165,0.74,0.335,0.538,Normal,0.311,40,84.53,32.3,1.202,P6->P12->P26,51.01,0.26,0
N171,0.899,0.284,0.592,Normal,0.013,86,56.88,10.0,3.871,P4->P17->P21,30.1,0.539,0
N7,0.641,0.942,0.792,Normal,0.143,89,97.26,46.59,1.542,P1->P18->P25,50.6,0.32,0
N38,0.684,0.902,0.793,Packet Drop,0.46,99,51.32,37.21,3.83,P9->P16->P22,16.48,0.86,0
N151,0.818,0.852,0.835,Normal,0.474,31,86.6,26.3,4.61,P3->P18->P28,42.7,0.076,0
N69,0.456,0.711,0.584,Packet Drop,0.441,88,92.09,30.11,1.037,P6->P17->P24,26.27,0.334,0
N25,0.476,0.969,0.722,Data Tampering,0.699,87,94.33,21.21,1.854,P8->P18->P29,38.65,0.154,1
N85,0.459,0.446,0.452,Normal,0.602,52,87.41,32.73,3.185,P4->P12->P30,16.1,0.936,0
N124,0.516,0.882,0.699,Normal,0.936,82,59.9,14.54,2.597,P5->P19->P23,14.08,0.728,0
N93,0.974,0.977,0.976,Normal,0.19,68,87.15,25.07,4.456,P9->P13->P21,1.69,0.082,0
N31,0.485,0.634,0.56,Normal,0.689,68,64.57,48.9,2.316,P8->P20->P25,9.48,0.413,0
N88,0.594,0.687,0.641,Normal,0.197,67,92.52,34.13,1.602,P4->P19->P21,54.04,0.524,0
N177,0.456,0.219,0.338,Normal,0.994,89,79.67,12.47,4.368,P10->P17->P30,35.2,0.309,0
N115,0.424,0.996,0.71,Normal,0.186,55,54.57,10.24,3.93,P9->P19->P30,16.84,0.739,0
N67,0.226,0.931,0.578,Packet Drop,0.047,22,76.81,45.37,1.229,P1->P20->P21,51.64,0.878,0
N81,0.711,0.548,0.63,Normal,0.326,33,79.13,48.66,4.706,P6->P11->P28,41.81,0.267,0
N106,0.663,0.333,0.498,Normal,0.999,65,95.05,33.77,0.87,P7->P12->P28,38.49,0.937,0
N149,0.578,0.993,0.786,Normal,0.705,30,55.75,32.4,2.988,P6->P11->P29,19.09,0.682,0
N151,0.325,0.873,0.599,Normal,0.581,10,91.37,9.03,2.515,P1->P20->P25,18.11,0.984,0
N10,0.645,0.665,0.655,Normal,0.407,13,64.39,30.25,4.676,P5->P18->P23,47.93,0.884,0
N116,0.469,0.79,0.63,Normal,0.446,34,50.99,48.12,2.901,P5->P11->P28,40.53,0.869,0
N13,0.245,0.312,0.278,Normal,0.908,71,99.14,28.37,3.528,P8->P17->P27,37.58,0.23,0
N183,0.436,0.661,0.548,Normal,0.107,52,88.29,18.94,2.367,P6->P14->P27,13.82,0.693,0
N161,0.648,0.864,0.756,Packet Drop,0.405,39,54.21,13.8,2.59,P1->P14->P29,7.85,0.207,0
N60,0.718,0.347,0.532,Normal,0.142,48,61.18,17.28,4.147,P10->P19->P21,23.22,0.815,0
N82,0.287,0.645,0.466,Packet Drop,0.287,52,96.83,19.64,2.856,P1->P12->P25,43.05,0.713,0
N84,0.603,0.267,0.435,Normal,0.746,27,60.81,40.01,3.06,P6->P18->P23,13.71,0.457,0
N90,0.932,0.523,0.728,Packet Drop,0.404,47,95.19,43.55,2.905,P7->P17->P28,23.32,0.952,0
N153,0.237,0.271,0.254,Data Tampering,0.488,52,64.97,48.65,3.828,P7->P12->P26,53.9,0.344,0
N137,0.725,0.887,0.806,Data Tampering,0.082,74,58.76,9.37,4.166,P5->P12->P24,8.33,0.13,0
N83,0.542,0.709,0.626,Normal,0.373,30,87.19,18.47,3.827,P1->P11->P25,56.37,0.542,0
N153,0.454,0.609,0.532,Normal,0.508,75,54.76,9.79,1.989,P7->P19->P30,0.2,0.945,0
N187,0.864,0.891,0.878,Normal,0.553,10,58.9,33.8,3.063,P4->P11->P24,20.74,0.049,0
N125,0.71,0.469,0.589,Normal,0.734,67,65.91,14.89,0.771,P4->P18->P28,36.76,0.64,0
N182,0.95,0.824,0.887,Normal,0.837,80,63.33,21.14,0.702,P3->P11->P22,12.11,0.15,0
N73,0.623,0.781,0.702,Selective Forwarding,0.8,41,98.7,42.6,1.984,P2->P17->P24,10.35,0.816,1
N97,0.798,0.899,0.848,Normal,0.188,32,90.4,48.74,0.687,P4->P16->P27,25.69,0.681,0
N102,0.584,0.781,0.682,Packet Drop,0.495,50,57.05,35.0,4.448,P5->P16->P30,48.88,0.331,0
N10,0.428,0.949,0.688,Normal,0.951,86,79.54,26.38,3.615,P9->P16->P22,8.43,0.236,0
N23,0.738,0.371,0.554,Normal,0.293,32,54.37,6.8,0.761,P8->P20->P26,14.88,0.94,0
N126,0.762,0.544,0.653,Selective Forwarding,0.415,58,91.05,33.33,3.596,P6->P17->P21,2.46,0.062,0
N110,0.711,0.871,0.791,Packet Drop,0.888,25,91.73,41.41,3.737,P5->P14->P28,56.87,0.381,1
N163,0.728,0.666,0.697,Normal,0.369,69,69.08,32.56,4.504,P9->P13->P27,12.35,0.194,0
N9,0.301,0.805,0.553,Sybil Attack,0.991,45,91.44,5.08,3.964,P6->P19->P30,29.95,0.67,1
N58,0.903,0.461,0.682,Normal,0.354,19,99.76,16.4,3.561,P3->P12->P23,32.28,0.731,0
N21,0.516,0.328,0.422,Normal,0.823,81,52.5,35.98,2.451,P2->P11->P28,3.67,0.54,0
N180,0.837,0.699,0.768,Normal,0.283,64,52.33,28.33,2.493,P1->P17->P30,19.95,0.344,0
N25,0.529,0.947,0.738,Normal,0.87,47,76.42,16.01,2.105,P3->P14->P23,24.58,0.456,0
N53,0.252,0.343,0.298,Normal,0.721,59,72.67,35.4,3.718,P9->P17->P28,40.65,0.914,0
N97,0.942,0.884,0.913,Normal,0.516,16,61.77,11.39,1.577,P6->P13->P30,8.12,0.186,0
N38,0.865,0.715,0.79,Normal,0.147,38,56.13,6.79,2.69,P1->P18->P25,56.93,0.824,0
N49,0.559,0.86,0.71,Data Tampering,0.798,60,70.57,32.06,2.267,P9->P17->P29,51.49,0.401,1
N94,0.721,0.855,0.788,Normal,0.194,35,81.48,7.23,0.679,P9->P17->P29,6.86,0.934,0
N131,0.586,0.936,0.761,Sybil Attack,0.8,49,75.3,45.12,3.956,P1->P18->P30,21.86,0.078,1
N131,0.588,0.273,0.43,Normal,0.778,11,98.65,27.34,3.69,P5->P19->P29,36.81,0.429,0
N177,0.662,0.647,0.655,Packet Drop,0.685,81,79.23,45.06,3.539,P7->P17->P28,55.65,0.57,1
N58,0.783,0.622,0.702,Normal,0.842,56,56.95,21.6,1.994,P1->P16->P21,35.25,0.954,0
N14,0.366,0.506,0.436,Normal,0.354,35,95.22,45.98,4.517,P10->P17->P29,57.1,0.664,0
N30,0.34,0.415,0.378,Normal,0.838,70,71.39,31.46,1.775,P9->P17->P24,1.59,0.213,0
N71,0.427,0.247,0.337,Normal,0.598,19,99.21,5.84,0.721,P8->P17->P25,23.3,0.041,0
N152,0.844,0.614,0.729,Normal,0.885,43,86.3,42.14,1.708,P9->P13->P26,12.86,0.867,0
N200,0.514,0.609,0.562,Selective Forwarding,0.851,82,98.12,23.21,4.344,P4->P12->P26,50.84,0.451,1
N124,0.572,0.809,0.69,Normal,0.614,40,94.78,19.19,3.408,P2->P14->P30,47.62,0.468,0
N34,0.265,0.251,0.258,Normal,0.545,84,71.01,14.63,1.573,P10->P17->P21,4.19,0.504,0
N106,0.63,0.502,0.566,Normal,0.217,20,87.57,49.78,3.013,P3->P19->P30,15.8,0.545,0
N98,0.905,0.237,0.571,Sybil Attack,0.251,89,71.58,12.54,2.038,P5->P12->P25,27.38,0.905,0
N99,0.629,0.512,0.57,Normal,0.834,90,90.26,27.0,3.671,P8->P13->P28,25.37,0.593,0
N189,0.236,0.98,0.608,Sybil Attack,0.483,17,93.9,16.07,4.427,P5->P17->P21,59.13,0.14,0
N139,0.695,0.817,0.756,Normal,0.633,43,77.28,5.55,2.477,P3->P12->P23,1.61,0.358,0
N79,0.963,0.399,0.681,Normal,0.471,15,95.82,41.0,1.761,P3->P11->P21,38.31,0.832,0
N52,0.472,0.304,0.388,Data Tampering,0.621,48,90.59,34.94,3.951,P7->P18->P24,48.94,0.115,1
N193,0.358,0.928,0.643,Normal,0.329,99,98.77,18.33,1.525,P7->P17->P28,2.16,0.029,0
N48,0.368,0.877,0.622,Normal,0.383,22,99.02,45.15,1.399,P2->P18->P28,31.45,0.214,0
N134,0.985,0.996,0.99,Normal,0.575,23,91.53,23.52,3.816,P9->P15->P22,59.94,0.084,0
N38,0.204,0.518,0.361,Normal,0.586,72,58.04,49.93,1.65,P9->P12->P26,49.56,0.31,0
N52,0.626,0.527,0.576,Normal,0.256,66,76.86,32.88,1.497,P7->P14->P29,18.84,0.473,0
N101,0.635,0.825,0.73,Normal,0.736,75,87.2,37.35,1.283,P10->P13->P29,0.34,0.371,0
N130,0.784,0.897,0.84,Data Tampering,0.754,87,85.91,6.89,3.03,P6->P13->P29,33.4,0.031,1
N19,0.831,0.758,0.794,Normal,0.511,77,92.99,30.18,2.031,P5->P16->P24,9.94,0.432,0
N38,0.745,0.467,0.606,Normal,0.089,75,92.38,31.48,4.857,P3->P20->P30,6.79,0.41,0
N9,0.718,0.266,0.492,Normal,0.958,22,59.25,16.51,2.867,P4->P16->P22,11.53,0.83,0
N38,0.743,0.623,0.683,Sybil Attack,0.076,59,77.77,17.33,2.655,P10->P20->P27,24.1,0.739,0
N10,0.45,0.921,0.686,Normal,0.548,28,97.65,31.14,0.653,P2->P12->P29,7.49,0.841,0
N19,0.374,0.606,0.49,Data Tampering,0.552,91,92.23,41.36,2.669,P10->P19->P29,50.1,0.628,1
N94,0.209,0.223,0.216,Normal,0.086,68,63.5,40.86,3.832,P7->P15->P25,7.4,0.126,0
N194,0.207,0.547,0.377,Normal,0.114,30,62.62,39.3,4.446,P8->P18->P27,12.49,0.989,0
N6,0.619,0.782,0.7,Normal,0.921,21,89.02,19.28,0.84,P6->P17->P21,55.81,0.143,0
N197,0.573,0.893,0.733,Normal,0.027,89,98.63,25.15,3.085,P2->P16->P29,17.69,0.406,0
N68,0.548,0.864,0.706,Normal,0.033,83,81.53,17.22,4.798,P9->P19->P29,54.99,0.885,0
N128,0.574,0.837,0.706,Sybil Attack,0.914,15,53.95,34.14,3.86,P3->P20->P25,45.35,0.63,1
N137,0.826,0.326,0.576,Normal,0.773,65,66.89,26.19,4.303,P7->P13->P29,24.22,0.236,0
N44,0.529,0.427,0.478,Packet Drop,0.654,41,81.81,41.1,2.367,P1->P20->P26,40.74,0.681,1
N60,0.633,0.807,0.72,Normal,0.318,83,76.91,35.31,3.373,P2->P18->P27,50.85,0.55,0
N30,0.434,0.635,0.534,Sybil Attack,0.593,40,96.65,22.42,4.22,P2->P16->P24,44.39,0.893,1
N20,0.491,0.809,0.65,Normal,0.81,90,71.18,38.26,2.812,P8->P17->P23,9.62,0.644,0
N137,0.235,0.782,0.508,Normal,0.884,14,98.0,14.27,4.825,P9->P13->P29,56.61,0.575,0
N190,0.887,0.996,0.942,Normal,0.636,32,78.05,36.4,4.356,P8->P14->P30,0.47,0.571,0
N149,0.623,0.614,0.618,Normal,0.951,19,82.52,41.68,3.928,P3->P18->P21,37.66,0.76,0
N105,0.307,0.354,0.33,Normal,0.222,68,50.31,7.78,1.84,P8->P20->P28,6.0,0.243,0
N12,0.494,0.477,0.486,Selective Forwarding,0.198,90,59.8,32.44,0.876,P10->P20->P22,26.83,0.645,0
N93,0.523,0.218,0.37,Normal,0.791,89,74.01,33.38,4.891,P8->P15->P30,39.49,0.603,0
N23,0.656,0.794,0.725,Data Tampering,0.917,24,95.34,26.47,3.52,P8->P15->P24,28.26,0.907,1
N113,0.532,0.693,0.612,Data Tampering,0.295,65,96.5,32.7,1.904,P3->P17->P21,1.12,0.782,0
N190,0.619,0.935,0.777,Normal,0.603,74,68.58,9.65,4.42,P8->P13->P22,27.85,0.905,0
N167,0.474,0.669,0.572,Normal,0.564,35,64.9,20.19,2.562,P1->P18->P27,0.56,0.776,0
N133,0.905,0.513,0.709,Normal,0.415,75,99.76,38.9,4.276,P4->P20->P22,51.39,0.44,0
N46,0.398,0.212,0.305,Normal,0.97,25,88.77,40.62,2.378,P2->P12->P27,14.01,0.211,0
N94,0.877,0.955,0.916,Normal,0.907,38,82.39,14.36,2.295,P7->P14->P28,27.99,0.26,0
N186,0.426,0.757,0.592,Normal,0.485,80,55.54,8.79,2.877,P10->P16->P27,19.08,0.329,0
N122,0.341,0.719,0.53,Normal,0.023,70,84.15,18.27,2.28,P7->P20->P21,37.16,0.093,0
N180,0.907,0.423,0.665,Normal,0.361,90,51.11,46.27,0.623,P4->P15->P26,45.02,0.087,0
N99,0.766,0.459,0.612,Normal,0.444,98,88.18,10.89,4.632,P2->P13->P21,20.65,0.946,0
N112,0.697,0.467,0.582,Selective Forwarding,0.263,88,65.87,38.29,2.326,P7->P17->P27,13.51,0.372,0
N80,0.255,0.925,0.59,Normal,0.321,21,84.94,18.21,0.587,P3->P16->P22,23.19,0.912,0
